"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.433387054E2,-3.723296404E0,2.240888977E1,3.016710877E-1
1.433437054E2,-3.262649775E0,1.874125290E1,-2.920296192E0
1.433487054E2,-2.274795055E0,1.558697605E1,-5.295417786E0
1.433537054E2,-9.608361125E-1,1.337726307E1,-6.462332726E0
1.433587054E2,-2.779209912E-1,1.189540386E1,-7.116837502E0
1.433637054E2,-4.229751825E-1,1.138267326E1,-7.269768715E0
1.433687054E2,-1.512333870E0,1.122167015E1,-7.186221123E0
1.433737054E2,-3.354025841E0,1.084838295E1,-6.932538986E0
1.433787054E2,-4.102487564E0,1.051447105E1,-7.038745880E0
1.433837054E2,-3.984405041E0,9.786739349E0,-5.712733746E0
1.433887054E2,-3.438055515E0,8.286575317E0,-3.642847538E0
1.433937054E2,-1.383409739E0,5.504531860E0,-2.466974974E0
1.433987054E2,2.578916550E-1,2.140018463E0,-1.129197598E0
1.434037054E2,3.123779893E-1,-6.730356216E-1,-1.305508614E-2
1.434087054E2,7.232756019E-1,-3.251780510E0,7.188277245E-1
1.434137054E2,1.481753349E0,-5.286337852E0,1.186388969E0
1.434187054E2,1.985231042E0,-6.365618706E0,1.284363270E0
1.434237054E2,2.303011179E0,-6.678175449E0,1.070670128E0
1.434287054E2,2.598608255E0,-6.216896057E0,-6.843304634E-2
1.434337054E2,3.210439205E0,-5.558916092E0,-1.671248555E0
1.434387054E2,4.067421436E0,-5.196695328E0,-3.005633354E0
1.434437054E2,4.869250298E0,-5.082682133E0,-4.203716278E0
1.434487054E2,5.248328209E0,-5.135637760E0,-4.958547592E0
1.434537054E2,5.474071503E0,-5.403530121E0,-5.098460197E0
1.434587054E2,5.456907749E0,-6.038789749E0,-4.874695778E0
1.434637054E2,5.081959724E0,-6.992856979E0,-4.596921921E0
1.434687054E2,4.741602898E0,-8.151962280E0,-4.170342445E0
1.434737054E2,4.242202759E0,-9.364914894E0,-3.643942833E0
1.434787054E2,3.508271694E0,-1.038999367E1,-3.009689569E0
1.434837054E2,2.811444283E0,-1.130602837E1,-2.710360765E0
1.434887054E2,2.519939661E0,-1.230705261E1,-2.434540749E0
1.434937054E2,2.447932005E0,-1.311655235E1,-2.235766411E0
1.434987054E2,2.385360479E0,-1.365948296E1,-2.194276571E0
1.435037054E2,2.289037228E0,-1.401400757E1,-2.165074587E0
1.435087054E2,2.156785250E0,-1.419344330E1,-1.983639002E0
1.435137054E2,1.905789375E0,-1.416644287E1,-1.651955009E0
1.435187054E2,1.579823494E0,-1.388105011E1,-1.088224411E0
1.435237054E2,1.483287334E0,-1.329201031E1,-2.044115067E-1
1.435287054E2,1.591185808E0,-1.262340546E1,3.476159573E-1
1.435337054E2,1.766519308E0,-1.191880131E1,6.033079624E-1
1.435387054E2,1.918761730E0,-1.114585686E1,5.878837109E-1
1.435437054E2,1.928153753E0,-1.036579514E1,6.007525921E-1
1.435487054E2,1.885686040E0,-9.661478996E0,8.562402725E-1
1.435537054E2,2.073505640E0,-9.156584740E0,1.181031466E0
1.435587054E2,2.485002995E0,-8.755876541E0,1.445386887E0
1.435637054E2,2.804872513E0,-8.368032455E0,1.647101879E0
1.435687054E2,2.948214054E0,-7.814978600E0,1.709295988E0
1.435737054E2,2.969611883E0,-7.237901688E0,1.586115837E0
1.435787054E2,3.087739944E0,-6.700699806E0,1.293460846E0
1.435837054E2,3.218054295E0,-6.255375862E0,8.745555878E-1
1.435887054E2,3.122483969E0,-5.784181118E0,7.123384476E-1
1.435937054E2,3.352520943E0,-5.237129688E0,1.029508829E0
1.435987054E2,3.459408283E0,-4.522976398E0,2.149270535E0
1.436037054E2,3.315932274E0,-3.602121830E0,3.760571718E0
1.436087054E2,2.990902901E0,-2.503686905E0,5.327641964E0
1.436137054E2,2.721205711E0,-1.213341713E0,6.666649818E0
1.436187054E2,2.461516142E0,1.204776764E-1,7.211869717E0
1.436237054E2,1.955582261E0,1.511339188E0,7.030332565E0
1.436287054E2,1.515372992E0,3.030016899E0,6.433725834E0
1.436337054E2,1.355030298E0,4.988354683E0,4.970211983E0
1.436387054E2,7.420197725E-1,7.597512245E0,3.097939730E0
1.436437054E2,-7.269583941E-1,1.035933685E1,1.670157790E0
1.436487054E2,-2.165135860E0,1.267549229E1,-4.738965034E-1
1.436537054E2,-3.658980370E0,1.471255493E1,-1.829532385E0
1.436587054E2,-4.011154652E0,1.729951477E1,-4.126238346E0
1.436637054E2,-2.717115402E0,2.022722244E1,-5.029353619E0
1.436687054E2,-9.186061025E-1,2.359912109E1,-3.529595613E0
1.436737054E2,1.000553966E0,2.620446014E1,5.963236690E-1
1.436787054E2,2.887006283E0,2.695134163E1,5.405520439E0
1.436837054E2,4.115594387E0,2.507415581E1,7.455038548E0
1.436887054E2,5.299839973E0,2.106044006E1,5.949217796E0
1.436937054E2,6.316832066E0,1.728614044E1,4.121731758E0
1.436987054E2,7.913435936E0,1.380995178E1,3.093247175E0
1.437037054E2,9.501162529E0,1.075474358E1,2.621669531E0
1.437087054E2,9.793277740E0,8.874157906E0,1.443685412E0
1.437137054E2,9.005597115E0,8.065381050E0,9.147053957E-1
1.437187054E2,8.892441750E0,7.675977707E0,7.671689987E-2
1.437237054E2,7.816487312E0,7.743880272E0,-1.517828226E0
1.437287054E2,6.696638107E0,7.816803932E0,-3.390586853E0
1.437337054E2,6.273468018E0,7.428363800E0,-4.710749149E0
1.437387054E2,6.830083847E0,6.481717110E0,-4.350727081E0
1.437437054E2,7.884659290E0,5.037750244E0,-3.172198772E0
1.437487054E2,8.360605240E0,3.199707031E0,-2.206022263E0
1.437537054E2,7.797640800E0,1.895050049E0,-1.556807995E0
1.437587054E2,6.799469948E0,6.648063660E-1,-1.235949278E0
1.437637054E2,5.745241165E0,-4.718141556E-1,-1.481668830E0
1.437687054E2,3.785756826E0,-1.334321976E0,-2.449468851E0
1.437737054E2,1.477515221E0,-2.318617344E0,-3.078139305E0
1.437787054E2,-3.635597229E-1,-3.176033974E0,-3.404708385E0
1.437837054E2,-9.202070832E-1,-4.027544975E0,-3.344168425E0
1.437887054E2,-1.094578981E0,-4.767259598E0,-2.924448967E0
1.437937054E2,-1.459839821E0,-5.414135933E0,-2.322958946E0
1.437987054E2,-1.773181558E0,-6.145560265E0,-1.932269454E0
1.438037054E2,-2.018400431E0,-6.871941566E0,-1.697153211E0
1.438087054E2,-2.363565922E0,-7.554728508E0,-1.426682234E0
1.438137054E2,-2.674855471E0,-8.218477249E0,-1.209092021E0
1.438187054E2,-2.861013174E0,-8.905714989E0,-8.632822037E-1
1.438237054E2,-3.251443624E0,-9.631220818E0,-4.195168018E-1
1.438287054E2,-3.674672842E0,-1.030644131E1,-2.880425453E-1
1.438337054E2,-3.956079721E0,-1.097116756E1,-2.608110905E-1
1.438387054E2,-4.366121769E0,-1.159524918E1,-9.947800636E-2
1.438437054E2,-4.835038662E0,-1.218553162E1,2.669954300E-1
1.438487054E2,-5.313314915E0,-1.274890137E1,3.943431377E-1
1.438537054E2,-5.695016861E0,-1.311857605E1,2.569859028E-1
1.438587054E2,-6.358681679E0,-1.336335182E1,3.356730938E-1
1.438637054E2,-7.274742603E0,-1.358109093E1,3.148350716E-1
1.438687054E2,-8.041556358E0,-1.367645836E1,1.470637321E-1
1.438737054E2,-8.458902359E0,-1.359613609E1,2.124857903E-2
1.438787054E2,-8.463190079E0,-1.305250740E1,1.080789566E-1
1.438837054E2,-8.093783379E0,-1.199223137E1,5.322589874E-1
1.438887054E2,-7.773538113E0,-1.072641563E1,7.988193035E-1
1.438937054E2,-7.187315464E0,-9.637553215E0,7.231400013E-1
1.438987054E2,-6.229197025E0,-8.801174164E0,5.812072754E-1
1.439037054E2,-5.196475029E0,-8.159316063E0,5.340502262E-1
1.439087054E2,-4.444499016E0,-7.614164352E0,6.264638901E-1
1.439137054E2,-3.924775124E0,-7.223067760E0,8.831570148E-1
1.439187054E2,-3.600850821E0,-6.960220337E0,1.092135429E0
1.439237054E2,-3.416858912E0,-6.783876419E0,1.297474384E0
1.439287054E2,-3.300273895E0,-6.584069252E0,1.331976175E0
1.439337054E2,-3.014778614E0,-6.371547222E0,1.193689346E0
1.439387054E2,-2.539667368E0,-6.253871441E0,1.007181168E0
1.439437054E2,-2.584573269E0,-6.021986961E0,1.015477657E0
1.439487054E2,-2.914328098E0,-5.610095024E0,1.697325230E0
1.439537054E2,-3.695625782E0,-4.966789246E0,3.082427740E0
1.439587054E2,-4.547317028E0,-4.173486233E0,4.608038902E0
1.439637054E2,-4.712018013E0,-3.484733105E0,5.338581085E0
1.439687054E2,-4.196735382E0,-2.830897808E0,5.159241676E0
1.439737054E2,-3.632381201E0,-2.038647652E0,4.828010082E0
1.439787054E2,-3.148214102E0,-8.429203033E-1,5.423702240E0
1.439837054E2,-2.506060600E0,7.966337204E-1,6.717307568E0
1.439887054E2,-1.874380827E0,3.002975464E0,7.608538151E0
1.439937054E2,-1.229425192E0,5.559160233E0,6.970677376E0
1.439987054E2,-2.621799707E-1,8.225813866E0,5.419823647E0
1.440037054E2,7.971424460E-1,1.088743019E1,2.543789864E0
1.440087054E2,1.897876740E0,1.422055817E1,-1.637076378E0
1.440137054E2,2.530109167E0,1.852151108E1,-5.066015244E0
1.440187054E2,1.874106765E0,2.292719269E1,-5.543638706E0
1.440237054E2,8.054714203E-1,2.527108765E1,-3.381557941E0
1.440287054E2,3.242056072E-1,2.555724144E1,-1.032568097E0
1.440337054E2,-1.174992621E-1,2.424990845E1,-1.816966891E0
1.440387054E2,-2.908794284E-1,2.152979279E1,-3.305613756E0
1.440437054E2,1.587936282E-1,1.805882263E1,-4.264945984E0
1.440487054E2,8.248409033E-1,1.516067982E1,-4.344463825E0
1.440537054E2,-6.397092342E-2,1.290323067E1,-4.521576405E0
1.440587054E2,-9.948218465E-1,1.115856457E1,-4.202855587E0
1.440637054E2,-1.778739929E0,1.054057693E1,-4.261492729E0
1.440687054E2,-2.006912470E0,1.047111034E1,-5.437181473E0
1.440737054E2,-2.412391424E0,1.017294884E1,-7.302025318E0
1.440787054E2,-3.067445040E0,9.448339462E0,-8.994829178E0
1.440837054E2,-2.914593935E0,8.414381027E0,-7.640836716E0
1.440887054E2,-1.706531525E0,6.417254448E0,-4.730987072E0
1.440937054E2,-8.866274357E-2,3.726276398E0,-1.284934402E0
1.440987054E2,1.137836337E0,1.221467972E0,1.237160802E0
1.441037054E2,1.777438641E0,-7.487630844E-1,2.223882914E0
1.441087054E2,1.701622605E0,-2.223915577E0,1.507352829E0
1.441137054E2,2.077522516E0,-3.288751125E0,1.230490208E-1
1.441187054E2,2.839482546E0,-3.918808460E0,-9.537591934E-1
1.441237054E2,3.133890629E0,-3.865344524E0,-2.141220093E0
1.441287054E2,3.068855762E0,-3.333016872E0,-3.238895178E0
1.441337054E2,3.156715870E0,-2.853575706E0,-4.324158669E0
1.441387054E2,3.519343138E0,-3.004162788E0,-4.984022141E0
1.441437054E2,3.817077398E0,-3.505880833E0,-5.552686691E0
1.441487054E2,4.232604027E0,-4.180467129E0,-5.712078094E0
1.441537054E2,4.585568905E0,-5.105735779E0,-5.314357281E0
1.441587054E2,4.060147285E0,-6.229367256E0,-4.473204613E0
1.441637054E2,3.345912457E0,-7.530817509E0,-3.792480707E0
1.441687054E2,2.831259727E0,-8.801521301E0,-3.479433060E0
1.441737054E2,2.520528316E0,-9.988975525E0,-3.027386904E0
1.441787054E2,2.204845190E0,-1.100298309E1,-2.490373611E0
1.441837054E2,2.089093208E0,-1.182552624E1,-1.987146735E0
1.441887054E2,2.316083908E0,-1.245763969E1,-1.376118541E0
1.441937054E2,2.591405630E0,-1.288359833E1,-8.710314035E-1
1.441987054E2,2.932298660E0,-1.307575607E1,-4.048318863E-1
1.442037054E2,3.294942617E0,-1.308464813E1,4.738712311E-2
1.442087054E2,3.213365316E0,-1.282506084E1,3.240568638E-1
1.442137054E2,2.834900856E0,-1.243064690E1,5.593006611E-1
1.442187054E2,2.457229853E0,-1.190466785E1,8.427026272E-1
1.442237054E2,2.209959507E0,-1.132751083E1,1.099328756E0
1.442287054E2,2.016487360E0,-1.072058582E1,1.319361448E0
1.442337054E2,1.740560770E0,-1.015901566E1,1.489441395E0
1.442387054E2,1.744278908E0,-9.706049919E0,1.701840401E0
1.442437054E2,1.860303044E0,-9.396235466E0,1.806460381E0
1.442487054E2,1.931033492E0,-9.180114746E0,1.897656918E0
1.442537054E2,1.944971085E0,-8.990798950E0,2.008731604E0
1.442587054E2,2.043254614E0,-8.775418282E0,2.006769657E0
1.442637054E2,2.313484192E0,-8.544672012E0,1.968709469E0
1.442687054E2,2.499068022E0,-8.224373817E0,1.611258030E0
1.442737054E2,2.369067430E0,-7.793973923E0,1.396038055E0
1.442787054E2,2.103047371E0,-7.275088310E0,1.234275579E0
1.442837054E2,1.733373404E0,-6.907162189E0,9.687650204E-1
1.442887054E2,1.525004506E0,-6.517419815E0,5.887732506E-1
1.442937054E2,1.512483120E0,-6.102078438E0,3.105573654E-1
1.442987054E2,1.509448171E0,-5.591416359E0,6.685245037E-1
1.443037054E2,1.092585921E0,-4.819299698E0,2.153347731E0
1.443087054E2,7.487580776E-1,-3.609886169E0,4.510151863E0
1.443137054E2,5.193382502E-1,-2.045167923E0,6.584074020E0
1.443187054E2,6.234247684E-1,-5.308818817E-1,7.497370720E0
1.443237054E2,9.906531572E-1,8.433332443E-1,7.034903049E0
1.443287054E2,1.114256501E0,2.470022202E0,5.635658264E0
1.443337054E2,8.184907436E-1,4.496343613E0,4.059915543E0
1.443387054E2,-1.304739714E-1,7.013613701E0,1.925087094E0
1.443437054E2,-1.412792325E0,9.746826172E0,-7.674876451E-1
1.443487054E2,-3.458643436E0,1.247579670E1,-3.369331360E0
1.443537054E2,-5.405513763E0,1.518827820E1,-3.586451054E0
1.443587054E2,-5.643466949E0,1.742780495E1,-3.223614693E0
1.443637054E2,-4.803533554E0,1.953649139E1,-2.421295643E0
1.443687054E2,-2.663325787E0,2.207734489E1,-1.804792523E0
1.443737054E2,1.951770782E-1,2.502124786E1,-1.623193741E0
1.443787054E2,2.577000141E0,2.643661118E1,8.775576949E-1
1.443837054E2,4.867066383E0,2.538962555E1,2.334719181E0
1.443887054E2,6.574841976E0,2.240707397E1,2.032623768E0
1.443937054E2,7.976317883E0,1.857344055E1,9.432369471E-1
1.443987054E2,9.799863815E0,1.486387253E1,4.783365726E-1
1.444037054E2,1.269777584E1,1.184522915E1,2.051783204E-1
1.444087054E2,1.455676842E1,9.570263863E0,3.099563122E-1
1.444137054E2,1.485982418E1,7.690572739E0,9.398926497E-1
1.444187054E2,1.481245232E1,6.225736618E0,1.275222301E0
1.444237054E2,1.368179512E1,5.318527222E0,-3.334826231E-1
1.444287054E2,1.192037392E1,4.972342491E0,-3.056457043E0
1.444337054E2,1.144957733E1,4.654834747E0,-4.400257111E0
1.444387054E2,1.169383812E1,3.965558052E0,-3.138834000E0
1.444437054E2,1.107212257E1,3.409432411E0,-1.695669889E0
1.444487054E2,9.581026077E0,2.766977310E0,1.636011600E-1
1.444537054E2,7.597779274E0,1.794971466E0,1.043509007E0
1.444587054E2,5.194471836E0,4.878654480E-1,5.524387360E-1
1.444637054E2,1.922401428E0,-5.406446457E-1,-1.533722878E-1
1.444687054E2,-2.003465414E0,-8.737630844E-1,-1.075005651E0
1.444737054E2,-5.298418999E0,-1.233503342E0,-1.561433077E0
1.444787054E2,-6.472469807E0,-1.893194199E0,-1.653214216E0
1.444837054E2,-6.630568027E0,-2.670174122E0,-8.201174736E-1
1.444887054E2,-6.588129044E0,-3.539528847E0,-9.320545197E-2
1.444937054E2,-6.419502735E0,-4.535119057E0,-1.125652790E-1
1.444987054E2,-5.933084488E0,-5.640446663E0,-4.822573662E-1
1.445037054E2,-5.258618832E0,-6.592700958E0,-8.572137356E-1
1.445087054E2,-4.745241642E0,-7.455661297E0,-1.217960119E0
1.445137054E2,-4.286650658E0,-8.262127876E0,-1.474982142E0
1.445187054E2,-4.135341167E0,-8.895426750E0,-1.761072636E0
1.445237054E2,-4.211775780E0,-9.377455711E0,-1.911738992E0
1.445287054E2,-4.490991592E0,-9.772656441E0,-2.117883682E0
1.445337054E2,-4.587535381E0,-1.016108131E1,-2.070512056E0
1.445387054E2,-4.773299217E0,-1.060561180E1,-1.641661406E0
1.445437054E2,-4.859103680E0,-1.104853725E1,-1.175832033E0
1.445487054E2,-4.983139992E0,-1.149013615E1,-9.419369698E-1
1.445537054E2,-5.184804916E0,-1.189510345E1,-7.894558907E-1
1.445587054E2,-5.510586739E0,-1.219953728E1,-8.349401951E-1
1.445637054E2,-6.177436829E0,-1.236631012E1,-7.384626865E-1
1.445687054E2,-6.778134346E0,-1.238943481E1,-9.083291292E-1
1.445737054E2,-7.112264633E0,-1.231001759E1,-9.948189259E-1
1.445787054E2,-7.253311634E0,-1.192815971E1,-7.044591904E-1
1.445837054E2,-7.286107063E0,-1.124896622E1,-1.920320988E-1
1.445887054E2,-7.062927723E0,-1.045762444E1,1.940183640E-1
1.445937054E2,-6.574356556E0,-9.848616600E0,4.716799259E-1
1.445987054E2,-5.518499851E0,-9.237852097E0,6.964728832E-1
1.446037054E2,-4.560135365E0,-8.624568939E0,1.080847740E0
1.446087054E2,-3.838448763E0,-8.011886597E0,1.315209389E0
1.446137054E2,-3.341842890E0,-7.536563396E0,1.422736168E0
1.446187054E2,-2.985503674E0,-7.146935463E0,1.499403000E0
1.446237054E2,-2.543252945E0,-6.814466953E0,1.532909393E0
1.446287054E2,-2.043503523E0,-6.577247620E0,1.575582743E0
1.446337054E2,-1.531023264E0,-6.303917885E0,1.471777916E0
1.446387054E2,-1.076338291E0,-6.084184170E0,1.361063957E0
1.446437054E2,-8.456530571E-1,-5.976461887E0,1.404298782E0
1.446487054E2,-6.320257783E-1,-5.817172050E0,1.745626450E0
1.446537054E2,-7.246600986E-1,-5.514403343E0,2.601592779E0
1.446587054E2,-1.313274145E0,-5.041793346E0,4.034382820E0
1.446637054E2,-2.400680065E0,-4.396666527E0,5.853440762E0
1.446687054E2,-3.398343086E0,-3.727029800E0,7.099137783E0
1.446737054E2,-4.007150173E0,-3.079020977E0,7.458653927E0
1.446787054E2,-4.279429913E0,-2.210486889E0,7.560911179E0
1.446837054E2,-4.305037975E0,-8.400268555E-1,8.283682823E0
1.446887054E2,-4.581212997E0,1.168355942E0,9.255425453E0
1.446937054E2,-3.746537209E0,3.386035919E0,9.342418671E0
1.446987054E2,-2.172701836E0,5.877991676E0,7.743873596E0
1.447037054E2,-5.126278996E-1,8.198093414E0,4.127408028E0
1.447087054E2,2.201025009E0,1.035575008E1,-1.247890234E0
1.447137054E2,5.411111832E0,1.435013580E1,-6.724943638E0
1.447187054E2,6.597043037E0,2.030696106E1,-8.271584511E0
1.447237054E2,4.879339695E0,2.502965927E1,-5.093724728E0
1.447287054E2,2.828027010E0,2.741578293E1,-1.508562684E0
1.447337054E2,7.678691149E-1,2.764147949E1,-1.292036891E0
1.447387054E2,-6.896173954E-1,2.614024925E1,-1.385661840E0
1.447437054E2,-8.356127143E-1,2.327796555E1,-1.869252443E0
1.447487054E2,-2.351472676E-1,1.973485947E1,-4.067375660E0
1.447537054E2,2.025692463E-1,1.652655983E1,-5.855456352E0
1.447587054E2,-7.135004401E-1,1.423843288E1,-6.517408371E0
1.447637054E2,-1.095145464E0,1.274038029E1,-6.428493977E0
1.447687054E2,-2.684263229E0,1.205991268E1,-6.495692253E0
1.447737054E2,-5.323156834E0,1.112321758E1,-6.582280636E0
1.447787054E2,-6.371683121E0,1.048734379E1,-6.045078754E0
1.447837054E2,-5.029397011E0,9.396840096E0,-4.834187984E0
1.447887054E2,-1.551804304E0,7.224751472E0,-2.387885332E0
1.447937054E2,1.421540260E0,4.104106903E0,8.765373230E-1
1.447987054E2,2.338380575E0,9.563169479E-1,2.282988548E0
1.448037054E2,2.461009264E0,-1.697115898E0,2.329007149E0
1.448087054E2,2.924404144E0,-3.962766171E0,2.129562378E0
1.448137054E2,3.308040857E0,-5.334729671E0,1.771777153E0
1.448187054E2,3.538269997E0,-5.576567650E0,7.846479416E-1
1.448237054E2,3.673831224E0,-5.097756863E0,-8.813777566E-1
1.448287054E2,4.549178123E0,-4.705031872E0,-2.265962839E0
1.448337054E2,5.463993549E0,-4.461328030E0,-3.336545467E0
1.448387054E2,5.706284046E0,-4.217016220E0,-3.691996574E0
1.448437054E2,5.607188225E0,-4.142090797E0,-3.735649109E0
1.448487054E2,5.573726654E0,-4.330519199E0,-3.907195091E0
1.448537054E2,5.611848831E0,-4.809082508E0,-4.080317974E0
1.448587054E2,5.063083649E0,-5.546291828E0,-4.148744583E0
1.448637054E2,4.105557442E0,-6.365963936E0,-4.143129349E0
1.448687054E2,3.623319149E0,-7.249165058E0,-3.856990337E0
1.448737054E2,3.430474758E0,-8.103210449E0,-3.485434532E0
1.448787054E2,2.908527374E0,-8.940295219E0,-3.076981068E0
1.448837054E2,1.991794348E0,-9.800420761E0,-2.507105112E0
1.448887054E2,1.147442579E0,-1.079762459E1,-1.842728853E0
1.448937054E2,7.190195918E-1,-1.159810257E1,-1.553415298E0
1.448987054E2,6.277813315E-1,-1.224619579E1,-1.380847216E0
1.449037054E2,8.291799426E-1,-1.274395847E1,-1.280311823E0
1.449087054E2,1.206295967E0,-1.290454674E1,-1.436208963E0
1.449137054E2,1.681598425E0,-1.298675537E1,-1.518411994E0
1.449187054E2,1.911914587E0,-1.277334785E1,-1.272870779E0
1.449237054E2,2.136600733E0,-1.241096115E1,-9.261965156E-1
1.449287054E2,1.864868164E0,-1.187822723E1,-4.347321987E-1
1.449337054E2,1.657112360E0,-1.138871861E1,-9.089767933E-2
1.449387054E2,1.706104994E0,-1.096530151E1,-2.789902687E-2
1.449437054E2,1.934130788E0,-1.054333019E1,-1.131342649E-1
1.449487054E2,2.010860443E0,-1.005570221E1,6.082534790E-2
1.449537054E2,1.814469337E0,-9.458920479E0,4.083367586E-1
1.449587054E2,1.825186014E0,-8.981447220E0,4.359620810E-1
1.449637054E2,2.035636902E0,-8.677756310E0,3.027530909E-1
1.449687054E2,2.328183651E0,-8.409519196E0,1.000691652E-1
1.449737054E2,2.729586124E0,-8.158613205E0,-1.682412624E-2
1.449787054E2,3.092538357E0,-7.825523376E0,-1.927447319E-2
1.449837054E2,3.234920502E0,-7.392632484E0,-6.716251373E-3
1.449887054E2,3.125622988E0,-6.985881805E0,-1.920088530E-1
1.449937054E2,3.034765482E0,-6.699336052E0,-5.523277521E-1
1.449987054E2,2.946822882E0,-6.460017204E0,-7.715059519E-1
1.450037054E2,2.880845785E0,-6.119826317E0,-6.700277328E-1
1.450087054E2,2.896190405E0,-5.707159996E0,7.580101490E-2
1.450137054E2,2.739644051E0,-5.091252804E0,1.506375194E0
1.450187054E2,2.310245037E0,-4.091198444E0,3.594207287E0
1.450237054E2,1.873547912E0,-2.672432423E0,5.607670784E0
1.450287054E2,1.591348886E0,-9.965648651E-1,7.130000114E0
1.450337054E2,1.540892005E0,6.840000153E-1,7.629551888E0
1.450387054E2,1.542543769E0,2.175477982E0,6.952426910E0
1.450437054E2,1.394413233E0,3.809259415E0,5.622553825E0
1.450487054E2,7.697485685E-1,6.112835884E0,4.214329720E0
1.450537054E2,-5.511901379E-1,8.989645958E0,3.062214613E0
1.450587054E2,-2.408858776E0,1.179481602E1,1.036844134E0
1.450637054E2,-4.162246704E0,1.390621376E1,-8.303761482E-1
1.450687054E2,-4.979413509E0,1.555454063E1,-1.214562058E0
1.450737054E2,-4.357179642E0,1.729954147E1,-2.526841164E-1
1.450787054E2,-2.363789558E0,1.932627487E1,7.755486369E-1
1.450837054E2,2.981176376E-1,2.140201569E1,2.553952217E0
1.450887054E2,3.167867184E0,2.287204361E1,3.923358917E0
1.450937054E2,4.593671799E0,2.254632568E1,7.350905895E0
1.450987054E2,5.660690308E0,2.058861351E1,8.683191299E0
1.451037054E2,6.622918129E0,1.806904411E1,5.856512070E0
1.451087054E2,8.290297508E0,1.524890232E1,2.956635952E0
1.451137054E2,1.020489788E1,1.228150272E1,8.495967388E-1
1.451187054E2,1.176623058E1,1.008178616E1,9.394663572E-2
1.451237054E2,1.239744186E1,8.655594826E0,1.387989521E-1
1.451287054E2,1.235611725E1,8.082810402E0,6.917445660E-1
1.451337054E2,1.232687187E1,7.586964607E0,6.220934391E-1
1.451387054E2,1.243482971E1,7.408022881E0,-5.401015282E-1
1.451437054E2,1.195923805E1,7.229373932E0,-3.098251104E0
1.451487054E2,1.111451626E1,6.914415359E0,-5.526388168E0
1.451537054E2,9.767049789E0,5.865928650E0,-6.075870037E0
1.451587054E2,8.726163864E0,4.783226013E0,-4.610256672E0
1.451637054E2,7.580863476E0,3.202352524E0,-2.764654160E0
1.451687054E2,6.518792629E0,1.729002953E0,-9.440623522E-1
1.451737054E2,5.663013458E0,3.420352936E-1,4.004228115E-1
1.451787054E2,3.706406116E0,-7.378253937E-1,2.704014778E-1
1.451837054E2,4.302750826E-1,-1.371703148E0,-5.420463085E-1
1.451887054E2,-2.457612038E0,-2.010065079E0,-1.004941702E0
1.451937054E2,-4.034285545E0,-2.764605999E0,-1.228540421E0
1.451987054E2,-4.965798378E0,-3.414541245E0,-1.021105886E0
1.452037054E2,-5.301986217E0,-3.870254517E0,-1.112218618E0
1.452087054E2,-4.887500286E0,-4.562239170E0,-1.055848598E0
1.452137054E2,-4.185519218E0,-5.229620934E0,-8.071248531E-1
1.452187054E2,-3.911523104E0,-5.950911522E0,-7.834885120E-1
1.452237054E2,-3.983584166E0,-6.423695564E0,-1.091293216E0
1.452287054E2,-4.010307789E0,-6.729083538E0,-1.320790052E0
1.452337054E2,-3.652178049E0,-7.139813423E0,-1.318264008E0
1.452387054E2,-3.264721394E0,-7.624266624E0,-1.215561628E0
1.452437054E2,-3.485600471E0,-8.160604477E0,-1.061015844E0
1.452487054E2,-3.772011280E0,-8.859429359E0,-7.216143608E-1
1.452537054E2,-4.155240536E0,-9.410288811E0,-2.050185204E-1
1.452587054E2,-4.537881374E0,-9.957825661E0,1.290729046E-1
1.452637054E2,-5.071196079E0,-1.038134003E1,3.343150616E-1
1.452687054E2,-5.500254154E0,-1.077469254E1,4.059050083E-1
1.452737054E2,-6.108091354E0,-1.113374043E1,7.106242180E-1
1.452787054E2,-6.833598614E0,-1.140737247E1,8.057820797E-1
1.452837054E2,-7.522243977E0,-1.153535557E1,5.159549713E-1
1.452887054E2,-7.941494942E0,-1.148883724E1,3.862738609E-1
1.452937054E2,-8.153828621E0,-1.120444679E1,5.131151676E-1
1.452987054E2,-8.219471931E0,-1.066397858E1,7.961413860E-1
1.453037054E2,-8.156963348E0,-1.003532410E1,9.609835148E-1
1.453087054E2,-7.978121281E0,-9.445405960E0,8.970849514E-1
1.453137054E2,-7.670877934E0,-8.957469940E0,8.083360195E-1
1.453187054E2,-7.357619286E0,-8.543916702E0,8.521163464E-1
1.453237054E2,-6.878543854E0,-8.116805077E0,1.061328411E0
1.453287054E2,-6.414045334E0,-7.695386887E0,1.192861557E0
1.453337054E2,-5.640588284E0,-7.218389511E0,1.181325912E0
1.453387054E2,-4.771989822E0,-6.667258263E0,1.036709785E0
1.453437054E2,-4.206082344E0,-6.296581268E0,8.376517296E-1
1.453487054E2,-3.586089373E0,-5.994202137E0,5.798995495E-1
1.453537054E2,-2.901812077E0,-5.776673794E0,4.548480511E-1
1.453587054E2,-2.336988449E0,-5.529469490E0,4.530098438E-1
1.453637054E2,-1.833800197E0,-5.335350990E0,6.895365715E-1
1.453687054E2,-1.641461611E0,-5.013289928E0,1.715600729E0
1.453737054E2,-1.922111988E0,-4.478342533E0,3.539557695E0
1.453787054E2,-2.622679472E0,-3.917378426E0,5.254188538E0
